id,language,gender_context,category,student_statement,advisor_reply
1230,RomanUrdu,Female,Medical Issues,Recovery after COVID ki wajah se classes miss ho rahi hain,Semester freeze recommended hai taake aap fully recover kar sakein
1231,Mixed,Male,Local/Other Issues,Floods damaged roads and internet is not working. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow ki ja sakti hai disaster situations me. Advisor ne recommend kiya hai semester freeze lene ke liye
1232,Mixed,Male,Gender/Role Specific,Safety issues ki wajah se campus travel possible nahi. Is liye semester freeze request kar raha/rahi hoon,Temporary semester freeze request karein safety ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1233,English,Neutral,Mental Health,Severe burnout ho gaya hai aur focus nahi ban raha,Semester pause karna aapke liye beneficial hoga
1234,English,Female,Medical Issues,Recovery after COVID ki wajah se classes miss ho rahi hain,Semester freeze recommended hai taake aap fully recover kar sakein
1235,English,Female,Gender/Role Specific,Father hospital mein hain aur mujhe ghar sambhalna hai,Semester pause allow hoti hai family care ke liye
1236,RomanUrdu,Male,Academic Issues,DSA is too hard for me and I need a break to improve basics,Semester freeze recommend kiya jata hai taake aap basics strong kar sakein
1237,English,Neutral,Personal/Family Issues,Family pressure hai ke main degree chor doon,Advisor se discuss karein aur semester freeze consider karein
1238,Mixed,Female,Gender/Role Specific,Pregnancy ki wajah se semester continue nahi kar sakti. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow hoti hai maternity reasons me. Advisor ne recommend kiya hai semester freeze lene ke liye
1239,English,Neutral,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1240,RomanUrdu,Male,Local/Other Issues,Transport strike ke wajah se classes attend nahi ho rahi,Semester freeze request karein jab tak transport restore na ho
1241,English,Neutral,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1242,RomanUrdu,Female,Local/Other Issues,Protests aur political unrest ki wajah se campus nahi ja sakta,Temporary semester freeze consider karein
1243,Mixed,Neutral,Local/Other Issues,Protests aur political unrest ki wajah se campus nahi ja sakta. Is liye semester freeze request kar raha/rahi hoon,Temporary semester freeze consider karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1244,Mixed,Male,Gender/Role Specific,Family business sambhalna par raha hai temporarily. Is liye semester freeze request kar raha/rahi hoon,Semester freeze le kar aap responsibilities manage kar sakte hain. Advisor ne recommend kiya hai semester freeze lene ke liye
1245,English,Neutral,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1246,RomanUrdu,Neutral,Gender/Role Specific,Family business sambhalna par raha hai temporarily,Semester freeze le kar aap responsibilities manage kar sakte hain
1247,RomanUrdu,Neutral,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1248,Mixed,Female,Gender/Role Specific,Safety issues ki wajah se campus travel possible nahi. Is liye semester freeze request kar raha/rahi hoon,Temporary semester freeze request karein safety ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1249,Mixed,Neutral,Gender/Role Specific,Pregnancy ki wajah se semester continue nahi kar sakti. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow hoti hai maternity reasons me. Advisor ne recommend kiya hai semester freeze lene ke liye
1250,English,Male,Personal/Family Issues,Hostel band ho gaya aur transport ka issue hai,Semester pause kar sakte hain jab tak facility arrange na ho
1251,English,Neutral,Personal/Family Issues,Meri shaadi fix ho gayi hai aur relocation ho rahi hai,Semester freeze allow hoti hai relocation ya marriage ki wajah se
1252,Mixed,Female,Academic Issues,Basics weak hain is liye advanced courses tough lag rahe hain. Is liye semester freeze request kar raha/rahi hoon,Foundation courses complete karne ke baad advance courses enroll karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1253,Mixed,Neutral,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi. Is liye semester freeze request kar raha/rahi hoon,Semester freeze request karein childcare ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1254,RomanUrdu,Neutral,Mental Health,Anxiety attacks ki wajah se studies disturb ho rahi hain,Semester freeze le kar mental health improve karein
1255,RomanUrdu,Male,Medical Issues,Chronic pain ki wajah se classes attend nahi ho rahi,Medical certificate submit karein aur semester freeze request karein
1256,English,Male,Administrative Issues,Timetable clash hai aur meri classes manage nahi ho rahi,Semester freeze request kar sakte hain jab timetable adjust ho
1257,Mixed,Neutral,Academic Issues,DSA is too hard for me and I need a break to improve basics. Is liye semester freeze request kar raha/rahi hoon,Semester freeze recommend kiya jata hai taake aap basics strong kar sakein. Advisor ne recommend kiya hai semester freeze lene ke liye
1258,English,Neutral,Financial Issues,My fee is unpaid and family income suddenly stopped,Aapko fee installment request submit karni chahiye ya temporary semester freeze le sakte hain
1259,English,Female,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi,Semester freeze request karein childcare ke liye
1260,RomanUrdu,Neutral,Medical Issues,Chronic pain ki wajah se classes attend nahi ho rahi,Medical certificate submit karein aur semester freeze request karein
1261,English,Male,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1262,English,Male,Local/Other Issues,Floods damaged roads and internet is not working,Semester freeze allow ki ja sakti hai disaster situations me
1263,RomanUrdu,Male,Mental Health,Mentally drained hoon aur semester manage nahi kar pa raha,Semester freeze ke dauran rest aur recovery pe focus karein
1264,English,Neutral,Gender/Role Specific,Safety issues ki wajah se campus travel possible nahi,Temporary semester freeze request karein safety ke liye
1265,Mixed,Male,Administrative Issues,Teacher change request process clear nahi hai. Is liye semester freeze request kar raha/rahi hoon,Advisor se guide lein aur semester pause consider karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1266,Mixed,Neutral,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi. Is liye semester freeze request kar raha/rahi hoon,Semester freeze request karein childcare ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1267,RomanUrdu,Male,Academic Issues,DSA is too hard for me and I need a break to improve basics,Semester freeze recommend kiya jata hai taake aap basics strong kar sakein
1268,English,Male,Medical Issues,Chronic pain ki wajah se classes attend nahi ho rahi,Medical certificate submit karein aur semester freeze request karein
1269,RomanUrdu,Male,Academic Issues,I dropped many courses and now I am confused what to enroll next,Academic advisor se consult karein aur proper enrollment plan banayein
1270,RomanUrdu,Neutral,Local/Other Issues,Floods damaged roads and internet is not working,Semester freeze allow ki ja sakti hai disaster situations me
1271,English,Neutral,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1272,RomanUrdu,Male,Local/Other Issues,Protests aur political unrest ki wajah se campus nahi ja sakta,Temporary semester freeze consider karein
1273,Mixed,Male,Local/Other Issues,Competitive coaching ke liye semester pause karna zaroori hai. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow hoti hai professional training ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1274,Mixed,Neutral,Personal/Family Issues,Mother bohat sick hain aur unka khayal rakhna hai. Is liye semester freeze request kar raha/rahi hoon,Semester freeze request karein taake aap family care kar sakein. Advisor ne recommend kiya hai semester freeze lene ke liye
1275,RomanUrdu,Neutral,Administrative Issues,Degree extension ka issue hai aur guidance chahiye,Semester freeze ke sath degree extension process initiate karein
1276,English,Male,Personal/Family Issues,Hostel band ho gaya aur transport ka issue hai,Semester pause kar sakte hain jab tak facility arrange na ho
1277,Mixed,Neutral,Mental Health,Mentally bohat exhausted feel kar raha hoon. Is liye semester freeze request kar raha/rahi hoon,Mental health ke liye temporary semester freeze consider karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1278,RomanUrdu,Male,Local/Other Issues,Power outages aur internet disruption ke wajah se classes miss ho rahi hain,Semester pause request submit karein taake classes miss na ho
1279,Mixed,Neutral,Financial Issues,Fees installment allow nahi ki ja rahi hai university policy ke wajah se. Is liye semester freeze request kar raha/rahi hoon,Office se discuss karein aur special request submit karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1280,Mixed,Male,Financial Issues,Late fee fine lag gaya hai aur arrange nahi ho raha. Is liye semester freeze request kar raha/rahi hoon,Late fine waiver ya installment ke liye office se contact karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1281,RomanUrdu,Neutral,Personal/Family Issues,Meri shaadi fix ho gayi hai aur relocation ho rahi hai,Semester freeze allow hoti hai relocation ya marriage ki wajah se
1282,English,Male,Financial Issues,My fee is unpaid and family income suddenly stopped,Aapko fee installment request submit karni chahiye ya temporary semester freeze le sakte hain
1283,English,Male,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi,Semester freeze request karein childcare ke liye
1284,English,Neutral,Personal/Family Issues,Hostel band ho gaya aur transport ka issue hai,Semester pause kar sakte hain jab tak facility arrange na ho
1285,English,Female,Financial Issues,Main temporary full time job kar raha hoon to support family,Semester freeze le kar aap work aur studies dono manage kar sakte hain
1286,Mixed,Neutral,Personal/Family Issues,Hostel band ho gaya aur transport ka issue hai. Is liye semester freeze request kar raha/rahi hoon,Semester pause kar sakte hain jab tak facility arrange na ho. Advisor ne recommend kiya hai semester freeze lene ke liye
1287,RomanUrdu,Male,Administrative Issues,Semester freeze policy properly samajh nahi aa rahi,Office se clarify karein aur request submit karein
1288,English,Neutral,Personal/Family Issues,Ghar walay business sambhalne ko keh rahe hain,Temporary semester freeze le kar responsibilities manage karein
1289,Mixed,Neutral,Administrative Issues,Teacher change request process clear nahi hai. Is liye semester freeze request kar raha/rahi hoon,Advisor se guide lein aur semester pause consider karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1290,Mixed,Female,Financial Issues,My fee is unpaid and family income suddenly stopped. Is liye semester freeze request kar raha/rahi hoon,Aapko fee installment request submit karni chahiye ya temporary semester freeze le sakte hain. Advisor ne recommend kiya hai semester freeze lene ke liye
1291,English,Male,Medical Issues,Major illness ke wajah se semester continue nahi kar sakta,Semester freeze allow ki ja sakti hai illness ke liye
1292,English,Male,Gender/Role Specific,Family business sambhalna par raha hai temporarily,Semester freeze le kar aap responsibilities manage kar sakte hain
